latitude,longitude,elevation_m,slope_degrees,terrain_type,zone_id,suitable_for_grazing
33.506122,-5.032653,1640.4,12.2,hills,1,True
33.506122,-5.028571,1699.2,18.6,hills,1,True
33.506122,-5.02449,1749.7,17.0,hills,1,True
33.506122,-5.020408,1859.1,12.7,hills,1,True
33.506122,-5.016327,1583.7,12.8,hills,1,True
33.506122,-5.012245,1800.0,11.3,hills,1,True
33.506122,-5.008163,1599.0,6.8,hills,1,True
33.506122,-5.004082,1868.1,13.8,hills,1,True
33.506122,-5.0,1567.3,6.3,hills,1,True
33.508163,-5.2,1362.7,10.8,hills,1,True
33.508163,-5.195918,1621.1,17.0,hills,1,True
33.508163,-5.191837,1590.3,17.8,hills,1,True
33.508163,-5.187755,1564.4,9.4,hills,1,True
33.508163,-5.183673,1741.5,14.9,hills,1,True
33.508163,-5.179592,1710.9,18.2,hills,1,True
33.508163,-5.17551,1743.4,11.2,hills,1,True
33.508163,-5.171429,1838.9,11.2,hills,1,True
33.508163,-5.167347,1040.0,13.4,hills,1,True
33.508163,-5.163265,1424.3,16.9,hills,1,True
33.508163,-5.159184,1850.0,19.4,hills,1,True
33.508163,-5.155102,1939.7,17.6,hills,1,True
33.508163,-5.15102,1425.1,9.3,hills,1,True
33.508163,-5.146939,1548.1,13.8,hills,1,True
33.508163,-5.142857,1112.7,11.1,hills,1,True
33.508163,-5.138776,1205.9,18.0,hills,1,True
33.508163,-5.134694,1513.4,11.6,hills,1,True
33.508163,-5.130612,1663.5,15.7,hills,1,True
33.508163,-5.126531,1637.7,19.0,hills,1,True
33.508163,-5.122449,1992.1,15.5,hills,1,True
33.508163,-5.118367,1648.0,15.6,hills,1,True
33.508163,-5.114286,1590.3,10.1,hills,1,True
33.508163,-5.110204,2013.0,9.6,hills,1,True
33.508163,-5.106122,1681.4,11.7,hills,1,True
33.508163,-5.102041,1708.4,7.7,hills,1,True
33.508163,-5.097959,1914.2,9.5,hills,1,True
33.508163,-5.093878,1481.6,16.3,hills,1,True
33.508163,-5.089796,1635.5,18.0,hills,1,True
33.508163,-5.085714,2071.1,7.2,hills,1,True
33.508163,-5.081633,1629.2,16.6,hills,1,True
33.508163,-5.077551,1626.9,12.3,hills,1,True
33.508163,-5.073469,1783.1,18.0,hills,1,True
33.508163,-5.069388,1790.3,14.8,hills,1,True
33.508163,-5.065306,1427.0,6.0,hills,1,True
33.508163,-5.061224,1606.8,9.0,hills,1,True
33.508163,-5.057143,1899.4,10.3,hills,1,True
33.508163,-5.053061,1839.0,9.6,hills,1,True
33.508163,-5.04898,1332.1,10.4,hills,1,True
33.508163,-5.044898,1613.4,20.0,hills,1,True
33.508163,-5.040816,1413.5,15.1,hills,1,True
33.508163,-5.036735,1445.8,7.5,hills,1,True
33.508163,-5.032653,1521.7,17.4,hills,1,True
33.508163,-5.028571,1450.2,8.2,hills,1,True
33.508163,-5.02449,1946.3,19.0,hills,1,True
33.508163,-5.020408,1432.6,19.1,hills,1,True
33.508163,-5.016327,1620.9,17.7,hills,1,True
33.508163,-5.012245,1776.9,14.2,hills,1,True
33.508163,-5.008163,1642.8,16.3,hills,1,True
33.508163,-5.004082,1350.9,16.0,hills,1,True
33.508163,-5.0,1684.3,12.1,hills,1,True
33.510204,-5.2,1361.9,12.7,hills,2,True
33.510204,-5.195918,1330.9,13.2,hills,2,True
33.510204,-5.191837,1606.1,19.1,hills,2,True
33.510204,-5.187755,1524.9,8.3,hills,2,True
33.510204,-5.183673,1533.9,12.1,hills,2,True
33.510204,-5.179592,1736.5,11.4,hills,2,True
33.510204,-5.17551,1722.0,18.3,hills,2,True
33.510204,-5.171429,1536.9,17.2,hills,2,True
33.510204,-5.167347,2004.0,8.7,hills,2,True
33.510204,-5.163265,1899.1,9.2,hills,2,True
33.510204,-5.159184,1320.1,13.1,hills,2,True
33.510204,-5.155102,1646.3,14.4,hills,2,True
33.510204,-5.15102,1811.5,8.3,hills,2,True
33.510204,-5.146939,1688.7,14.6,hills,2,True
33.510204,-5.142857,1481.6,10.2,hills,2,True
33.510204,-5.138776,1808.1,15.4,hills,2,True
33.510204,-5.134694,1465.6,9.2,hills,2,True
33.510204,-5.130612,1841.1,9.1,hills,2,True
33.510204,-5.126531,1614.1,17.4,hills,2,True
33.510204,-5.122449,1616.3,7.2,hills,2,True
33.510204,-5.118367,1562.5,14.9,hills,2,True
33.510204,-5.114286,1615.8,18.0,hills,2,True
33.510204,-5.110204,1719.1,11.9,hills,2,True
33.510204,-5.106122,1350.0,16.3,hills,2,True
33.510204,-5.102041,1565.4,18.8,hills,2,True
33.510204,-5.097959,1702.3,6.0,hills,2,True
33.510204,-5.093878,1684.1,14.0,hills,2,True
33.510204,-5.089796,1818.4,16.7,hills,2,True
33.510204,-5.085714,1638.2,18.1,hills,2,True
33.510204,-5.081633,1764.1,9.9,hills,2,True
33.510204,-5.077551,1781.4,15.4,hills,2,True
33.510204,-5.073469,1833.6,7.1,hills,2,True
33.510204,-5.069388,1824.3,6.0,hills,2,True
33.510204,-5.065306,1770.1,13.9,hills,2,True
33.510204,-5.061224,1419.3,19.0,hills,2,True
33.510204,-5.057143,1342.6,10.9,hills,2,True
33.510204,-5.053061,1799.2,13.5,hills,2,True
33.510204,-5.04898,1735.0,5.8,hills,2,True
33.510204,-5.044898,1535.1,18.1,hills,2,True
33.510204,-5.040816,2116.4,10.4,hills,2,True
33.510204,-5.036735,1753.0,19.6,hills,2,True
33.510204,-5.032653,1861.3,7.6,hills,2,True
33.510204,-5.028571,1734.3,15.1,hills,2,True
33.510204,-5.02449,1472.1,17.4,hills,2,True
33.510204,-5.020408,1736.0,10.2,hills,2,True
33.510204,-5.016327,1876.7,16.8,hills,2,True
33.510204,-5.012245,1494.0,11.2,hills,2,True
33.510204,-5.008163,1734.9,13.0,hills,2,True
33.510204,-5.004082,2012.5,11.6,hills,2,True
33.510204,-5.0,1494.6,17.6,hills,2,True
33.512245,-5.2,1223.7,5.6,hills,2,True
33.512245,-5.195918,1647.7,17.7,hills,2,True
33.512245,-5.191837,1743.1,10.2,hills,2,True
33.512245,-5.187755,1878.3,8.6,hills,2,True
33.512245,-5.183673,1984.8,7.7,hills,2,True
33.512245,-5.179592,1703.4,16.6,hills,2,True
33.512245,-5.17551,1565.6,8.9,hills,2,True
33.512245,-5.171429,1799.0,19.0,hills,2,True
33.512245,-5.167347,1373.2,11.3,hills,2,True
33.512245,-5.163265,1490.7,5.3,hills,2,True
33.512245,-5.159184,1739.1,16.6,hills,2,True
33.512245,-5.155102,1561.2,14.8,hills,2,True
33.512245,-5.15102,1600.8,8.2,hills,2,True
33.512245,-5.146939,1452.3,14.4,hills,2,True
33.512245,-5.142857,1492.8,17.8,hills,2,True
33.512245,-5.138776,1216.8,8.4,hills,2,True
33.512245,-5.134694,1142.3,11.7,hills,2,True
33.512245,-5.130612,1624.9,11.8,hills,2,True
33.512245,-5.126531,1478.2,11.1,hills,2,True
33.512245,-5.122449,1990.0,13.3,hills,2,True
33.512245,-5.118367,1638.2,16.1,hills,2,True
33.512245,-5.114286,1559.9,6.0,hills,2,True
33.512245,-5.110204,1358.2,17.3,hills,2,True
33.512245,-5.106122,1347.5,16.9,hills,2,True
33.512245,-5.102041,1420.4,10.9,hills,2,True
33.512245,-5.097959,1849.1,11.5,hills,2,True
33.512245,-5.093878,1434.1,12.8,hills,2,True
33.512245,-5.089796,1757.0,11.1,hills,2,True
33.512245,-5.085714,1743.8,13.0,hills,2,True
33.512245,-5.081633,1614.6,10.5,hills,2,True
33.512245,-5.077551,1830.7,13.8,hills,2,True
33.512245,-5.073469,1435.0,6.7,hills,2,True
33.512245,-5.069388,1650.3,9.5,hills,2,True
33.512245,-5.065306,1442.5,15.2,hills,2,True
33.512245,-5.061224,1656.4,18.2,hills,2,True
33.512245,-5.057143,1899.4,19.2,hills,2,True
33.512245,-5.053061,1862.3,9.1,hills,2,True
33.512245,-5.04898,1650.2,17.4,hills,2,True
33.512245,-5.044898,1627.5,19.9,hills,2,True
33.512245,-5.040816,1472.6,7.3,hills,2,True
33.512245,-5.036735,1631.6,13.4,hills,2,True
33.512245,-5.032653,1783.0,14.1,hills,2,True
33.512245,-5.028571,1058.4,12.8,hills,2,True
33.512245,-5.02449,1966.3,15.9,hills,2,True
33.512245,-5.020408,1780.0,17.6,hills,2,True
33.512245,-5.016327,1335.8,7.5,hills,2,True
33.512245,-5.012245,1839.1,18.2,hills,2,True
33.512245,-5.008163,1570.0,8.9,hills,2,True
33.512245,-5.004082,1670.9,15.8,hills,2,True
33.512245,-5.0,1465.8,17.2,hills,2,True
33.514286,-5.2,1424.6,9.8,hills,2,True
33.514286,-5.195918,1810.9,13.7,hills,2,True
33.514286,-5.191837,1487.0,10.4,hills,2,True
33.514286,-5.187755,2213.6,18.7,hills,2,True
33.514286,-5.183673,1340.0,7.1,hills,2,True
33.514286,-5.179592,1356.6,13.9,hills,2,True
33.514286,-5.17551,1351.8,7.5,hills,2,True
33.514286,-5.171429,1718.5,16.3,hills,2,True
33.514286,-5.167347,1936.0,18.1,hills,2,True
33.514286,-5.163265,1712.7,14.8,hills,2,True
33.514286,-5.159184,1429.1,13.3,hills,2,True
33.514286,-5.155102,1731.7,7.1,hills,2,True
33.514286,-5.15102,1661.3,8.1,hills,2,True
33.514286,-5.146939,1821.5,19.4,hills,2,True
33.514286,-5.142857,1526.3,8.2,hills,2,True
33.514286,-5.138776,1631.3,16.1,hills,2,True
33.514286,-5.134694,1297.8,6.8,hills,2,True
33.514286,-5.130612,1825.8,12.8,hills,2,True
33.514286,-5.126531,1422.1,19.6,hills,2,True
33.514286,-5.122449,1534.1,10.8,hills,2,True
33.514286,-5.118367,1583.0,15.3,hills,2,True
33.514286,-5.114286,1566.4,19.0,hills,2,True
33.514286,-5.110204,1630.2,7.4,hills,2,True
33.514286,-5.106122,1537.4,5.1,hills,2,True
33.514286,-5.102041,1574.1,19.7,hills,2,True
33.514286,-5.097959,1486.6,11.1,hills,2,True
33.514286,-5.093878,1601.6,10.4,hills,2,True
33.514286,-5.089796,1622.7,12.8,hills,2,True
33.514286,-5.085714,1528.5,13.9,hills,2,True
33.514286,-5.081633,1499.5,13.9,hills,2,True
33.514286,-5.077551,1969.1,13.8,hills,2,True
33.514286,-5.073469,1607.5,13.3,hills,2,True
33.514286,-5.069388,1427.2,10.3,hills,2,True
33.514286,-5.065306,1628.3,15.8,hills,2,True
33.514286,-5.061224,1354.5,19.6,hills,2,True
33.514286,-5.057143,1609.6,19.6,hills,2,True
33.514286,-5.053061,1620.2,13.8,hills,2,True
33.514286,-5.04898,1903.0,12.6,hills,2,True
33.514286,-5.044898,1554.2,10.2,hills,2,True
33.514286,-5.040816,1428.3,10.2,hills,2,True
33.514286,-5.036735,1741.9,16.8,hills,2,True
33.514286,-5.032653,1682.1,19.4,hills,2,True
33.514286,-5.028571,1552.0,7.2,hills,2,True
33.514286,-5.02449,1636.8,11.7,hills,2,True
33.514286,-5.020408,1651.9,6.1,hills,2,True
33.514286,-5.016327,1406.7,7.7,hills,2,True
33.514286,-5.012245,1517.8,13.2,hills,2,True
33.514286,-5.008163,1505.2,10.6,hills,2,True
33.514286,-5.004082,1545.8,5.8,hills,2,True
33.514286,-5.0,1493.5,16.5,hills,2,True
33.516327,-5.2,1863.1,17.9,hills,2,True
33.516327,-5.195918,1648.4,6.4,hills,2,True
33.516327,-5.191837,1675.1,7.4,hills,2,True
33.516327,-5.187755,1989.1,15.5,hills,2,True
33.516327,-5.183673,1604.7,16.8,hills,2,True
33.516327,-5.179592,1395.2,9.6,hills,2,True
33.516327,-5.17551,1496.4,16.5,hills,2,True
33.516327,-5.171429,1731.9,14.3,hills,2,True
33.516327,-5.167347,1930.5,8.3,hills,2,True
33.516327,-5.163265,1796.1,11.8,hills,2,True
33.516327,-5.159184,1737.1,17.5,hills,2,True
33.516327,-5.155102,1426.6,5.5,hills,2,True
33.516327,-5.15102,1210.6,19.9,hills,2,True
33.516327,-5.146939,1435.2,11.7,hills,2,True
33.516327,-5.142857,1868.3,9.2,hills,2,True
33.516327,-5.138776,1651.3,14.2,hills,2,True
33.516327,-5.134694,1785.8,19.8,hills,2,True
33.516327,-5.130612,1721.9,10.4,hills,2,True
33.516327,-5.126531,1845.9,9.4,hills,2,True
33.516327,-5.122449,1805.9,8.4,hills,2,True
33.516327,-5.118367,1434.0,10.9,hills,2,True
33.516327,-5.114286,1656.7,15.7,hills,2,True
33.516327,-5.110204,1563.0,7.7,hills,2,True
33.516327,-5.106122,1924.2,13.5,hills,2,True
33.516327,-5.102041,1390.7,7.0,hills,2,True
33.516327,-5.097959,1677.7,7.3,hills,2,True
33.516327,-5.093878,1670.5,7.8,hills,2,True
33.516327,-5.089796,1790.1,13.0,hills,2,True
33.516327,-5.085714,1689.4,17.6,hills,2,True
33.516327,-5.081633,1782.2,10.2,hills,2,True
33.516327,-5.077551,1774.5,15.7,hills,2,True
33.516327,-5.073469,1877.0,8.2,hills,2,True
33.516327,-5.069388,1371.1,10.8,hills,2,True
33.516327,-5.065306,1671.2,15.3,hills,2,True
33.516327,-5.061224,1446.8,14.3,hills,2,True
33.516327,-5.057143,1842.1,10.0,hills,2,True
33.516327,-5.053061,1614.3,13.4,hills,2,True
33.516327,-5.04898,1705.4,15.5,hills,2,True
33.516327,-5.044898,1614.9,15.8,hills,2,True
33.516327,-5.040816,1924.7,5.1,hills,2,True
33.516327,-5.036735,1913.9,7.4,hills,2,True
33.516327,-5.032653,1669.4,17.8,hills,2,True
33.516327,-5.028571,1626.6,8.4,hills,2,True
33.516327,-5.02449,1829.5,9.1,hills,2,True
33.516327,-5.020408,1727.8,8.7,hills,2,True
33.516327,-5.016327,1346.1,12.6,hills,2,True
33.516327,-5.012245,1697.6,7.6,hills,2,True
33.516327,-5.008163,1576.3,8.9,hills,2,True
33.516327,-5.004082,1968.9,17.4,hills,2,True
33.516327,-5.0,1577.3,5.5,hills,2,True
33.518367,-5.2,1865.7,11.6,hills,2,True
33.518367,-5.195918,1421.2,6.8,hills,2,True
33.518367,-5.191837,1469.5,14.9,hills,2,True
33.518367,-5.187755,1494.2,9.1,hills,2,True
33.518367,-5.183673,1523.7,13.8,hills,2,True
33.518367,-5.179592,1722.4,11.8,hills,2,True
33.518367,-5.17551,1560.9,14.1,hills,2,True
33.518367,-5.171429,1660.8,6.5,hills,2,True
33.518367,-5.167347,1648.8,14.5,hills,2,True
33.518367,-5.163265,1852.5,7.8,hills,2,True
33.518367,-5.159184,1406.5,9.4,hills,2,True
33.518367,-5.155102,1796.9,13.2,hills,2,True
33.518367,-5.15102,1366.8,6.0,hills,2,True
33.518367,-5.146939,1883.9,10.1,hills,2,True
33.518367,-5.142857,1829.8,16.9,hills,2,True
33.518367,-5.138776,1235.6,14.0,hills,2,True
33.518367,-5.134694,1967.8,7.2,hills,2,True
33.518367,-5.130612,1579.4,6.3,hills,2,True
33.518367,-5.126531,1853.8,11.3,hills,2,True
33.518367,-5.122449,1903.4,8.7,hills,2,True
33.518367,-5.118367,1866.3,8.6,hills,2,True
33.518367,-5.114286,1664.9,15.3,hills,2,True
33.518367,-5.110204,1614.8,13.0,hills,2,True
33.518367,-5.106122,1460.4,18.0,hills,2,True
33.518367,-5.102041,1586.6,8.7,hills,2,True
33.518367,-5.097959,1548.4,15.2,hills,2,True
33.518367,-5.093878,1638.5,5.7,hills,2,True
33.518367,-5.089796,1656.1,9.2,hills,2,True
33.518367,-5.085714,1576.5,9.1,hills,2,True
33.518367,-5.081633,1562.7,10.2,hills,2,True
33.518367,-5.077551,1823.7,11.5,hills,2,True
33.518367,-5.073469,1798.5,14.1,hills,2,True
33.518367,-5.069388,1673.6,9.7,hills,2,True
33.518367,-5.065306,1609.9,6.1,hills,2,True
33.518367,-5.061224,1063.2,9.0,hills,2,True
33.518367,-5.057143,1777.2,13.1,hills,2,True
33.518367,-5.053061,1624.1,15.1,hills,2,True
33.518367,-5.04898,1570.1,13.0,hills,2,True
33.518367,-5.044898,1845.8,6.8,hills,2,True
33.518367,-5.040816,1735.8,11.8,hills,2,True
33.518367,-5.036735,1711.7,12.2,hills,2,True
33.518367,-5.032653,1726.2,11.2,hills,2,True
33.518367,-5.028571,1362.9,12.3,hills,2,True
33.518367,-5.02449,1491.5,16.6,hills,2,True
33.518367,-5.020408,1415.6,10.1,hills,2,True
33.518367,-5.016327,1796.1,17.8,hills,2,True
33.518367,-5.012245,1599.7,13.3,hills,2,True
33.518367,-5.008163,1913.3,11.2,hills,2,True
33.518367,-5.004082,1505.0,17.9,hills,2,True
33.518367,-5.0,1629.8,7.8,hills,2,True
33.520408,-5.2,2105.2,12.8,hills,3,True
33.520408,-5.195918,1597.3,18.3,hills,3,True
33.520408,-5.191837,1660.5,11.4,hills,3,True
33.520408,-5.187755,1681.4,12.6,hills,3,True
33.520408,-5.183673,1580.2,5.5,hills,3,True
33.520408,-5.179592,1935.8,14.2,hills,3,True
33.520408,-5.17551,1454.2,19.5,hills,3,True
33.520408,-5.171429,1437.6,18.6,hills,3,True
33.520408,-5.167347,1822.7,13.2,hills,3,True
33.520408,-5.163265,1569.8,9.2,hills,3,True
33.520408,-5.159184,1250.6,6.4,hills,3,True
33.520408,-5.155102,1771.5,9.3,hills,3,True
33.520408,-5.15102,1467.5,15.7,hills,3,True
33.520408,-5.146939,1438.9,16.4,hills,3,True
33.520408,-5.142857,1520.1,5.6,hills,3,True
33.520408,-5.138776,1428.6,5.7,hills,3,True
33.520408,-5.134694,1766.6,8.8,hills,3,True
33.520408,-5.130612,1858.7,10.8,hills,3,True
